rxcui,name,tty,search_traffic
1374771,karbinal,BN,1000
1927857,bevyxxa,BN,1000
729770,pronto plus,BN,1000
1010729,purelax,BN,1000
1926480,fumagillin,IN,1000
1050088,boroleum,BN,1000
792675,xyntha,BN,1000
42240,vosol,BN,1000
1148479,conzip,BN,1000
203551,cefizox,BN,1000
1053388,everflex,BN,1000
203010,myleran,BN,1000
38508,treosulfan,IN,1000
1744392,duo fusion,BN,1000
152443,trasylol,BN,1000
853322,ulesfia,BN,1000
542509,istalol,BN,1000
498509,pegaptanib,IN,1000
1487000,alocane,BN,1000
38998,tyloxapol,IN,1000
1146880,dermamycin,BN,1000
1727875,tetanus immune globulin,IN,1000
1089066,periguard,BN,1000
1372693,ascomp,BN,1000
723762,revina,BN,1000
2011,carbazochrome,IN,1000
1866397,fire out,BN,1000
18880,benfluorex,IN,1000
27781,iopromide,IN,1000
792611,sayman salve,BN,1000
1087181,risamine,BN,1000
10827,trimethadione,IN,1000
1652088,tuzistra,BN,1000
832067,nexterone,BN,1000
1909,calcium glycerophosphate,IN,1000
1593751,ninjacof,BN,1000
769,anaspaz,BN,1000
794924,calagel,BN,1000
202542,elspar,BN,1000
997779,glassia,BN,1000
1038792,clean force,BN,1000
81941,miochol,BN,1000
1535217,tiletamine,IN,1000
403732,femhrt,BN,1000
1116519,vicks vapodrops,BN,1000
11270,vivactil,BN,1000
203477,thalitone,BN,1000
220778,verelan,BN,1000
1442966,clearasil ultra rapid action,BN,1000
1037229,hyophen,BN,1000
1007930,bamethan / escin,MIN,995
1009054,ajmaline / almitrine,MIN,995
1009062,dichlorodifluoromethane / trichlorotrifluoroethane,MIN,995
1007876,escin / nylidrin,MIN,985
1007497,garlic preparation / ginkgo biloba extract / ginseng preparation,MIN,983
1008414,chlorocresol / clorophene,MIN,965
745510,carbetapentane / pyrilamine,MIN,960
215597,belladonna alkaloids / opium,MIN,950
816628,mazindol / tiratricol,MIN,950
1008314,"calcium polycarbophil / sennosides, usp",MIN,950
1441391,"bazedoxifene / estrogens, conjugated (usp)",MIN,950
813460,buflomedil / diosmin,MIN,950
1008938,belladonna alkaloids / simethicone,MIN,950
1233303,dextran 70 / polyethylene glycols,MIN,950
1008583,danthron / poloxamer 188,MIN,950
1008121,diflucortolone / isoconazole,MIN,940
1007043,green tea leaf extract / theaflavin,MIN,940
1008647,ajmaline / dihydroergocristine,MIN,885
1007694,norfenefrine / octodrine,MIN,885
1312361,cetearyl isononanoate,IN,880
1314370,narasin,IN,880
798396,oraverse,BN,880
997961,acnevir,BN,880
1314373,palmitoyl oligopeptide,IN,880
1442275,cebatrol,BN,880
1314366,manganese carbonate,IN,880
1734861,genvisc,BN,880
219485,provisc,BN,880
218699,neptazane,BN,880
807744,anecream,BN,880
216063,cipro hc,BN,880
262307,felbinac,IN,880
890954,maracyn,BN,880
1489196,betaine salicylate,IN,880
1536213,bentasil,BN,880
1020036,sorilux,BN,880
352374,drotrecogin alfa,IN,880
274403,mecasermin,IN,880
1089841,tiger balm muscle rub,BN,880
1486520,methyl palmitate,IN,880
38557,tribenoside,IN,880
8130,phenindione,IN,880
797013,hyomax,BN,880
967916,maximum d3,BN,880
10362,teniposide,IN,880
1314278,saccharide isomerate,IN,880
542974,fazaclo,BN,880
898492,collagenase clostridium histolyticum,IN,880
1592760,domoso,BN,880
47181,bismuth subcitrate,IN,880
32658,oxolamine,IN,880
1667339,revalor,BN,880
10174,sulfaguanidine,IN,880
8010,sodium stibogluconate,IN,880
1424865,apple extract,IN,880
203253,eryped,BN,880
1484923,sumavel,BN,880
28872,lomefloxacin,IN,880
1431306,taurate,IN,880
224908,zinecard,BN,880
1431992,calamus oil,IN,880
1358489,pentaerythrityl tetraisostearate,IN,880
352394,accuneb,BN,880
16817,acipimox,IN,880
225244,photofrin,BN,880
237020,wild yam extract,IN,880
1361213,absorbine veterinary liniment,BN,880
216755,droxia,BN,880
28303,clorsulon,IN,880
36122,phenyl salicylate,IN,880
1362685,betadex,IN,880
804548,stavzor,BN,880
1093099,unisom sleep,BN,880
217357,gliadel,BN,880
1796,bufexamac,IN,880
819911,besifloxacin,IN,880
656495,folplex,BN,880
28981,loracarbef,IN,880
1808839,virbantel,BN,880
76887,quinagolide,IN,880
216283,cruex,BN,880
29998,ocriplasmin,IN,880
486895,magnesium amino acid chelate,IN,880
1043620,listerine antiseptic,BN,880
831887,gelnique,BN,880
38315,tiropramide,IN,880
1053193,skin shield,BN,880
1334747,fucus vesiculosus extract,IN,880
24272,eprazinone,IN,880
151314,albutein,BN,880
647128,qualaquin,BN,880
1872909,polyhydroxystearic acid,IN,880
1120014,oxycide,BN,880
1812594,vonvendi,BN,880
1872382,telotristat,IN,880
21224,clebopride,IN,880
4335,fenspiride,IN,880
203743,cytovene,BN,880
748794,inert ingredients,IN,880
326374,norelgestromin,IN,880
1425974,opticlear,BN,880
1087923,ketaset,BN,880
219579,rabavert,BN,880
153266,alphanate,BN,880
1291614,elelyso,BN,880
2406,chlorprothixene,IN,880
9913,sodium tetradecyl sulfate,IN,880
36717,sodium selenate,IN,880
215687,biomox,BN,880
1242127,glucarpidase,IN,880
70611,linoleate,IN,880
884739,wilate,BN,880
1310044,cashew oil,IN,880
866055,benzefoam,BN,880
1724430,ferrous sulfide,IN,880
1607560,novoeight,BN,880
1729087,nuwiq,BN,880
1432483,xolido,BN,880
1593092,obizur,BN,880
6464,lobeline,IN,880
1537755,sanguinarine,IN,880
1361510,nexafed,BN,880
1372892,unburn,BN,880
1310581,menthyl lactate,IN,880
981,antimony potassium tartrate,IN,880
1727538,zilpaterol,IN,880
1549324,head & shoulders clinical strength,BN,880
215667,betasept,BN,880
7801,oxprenolol,IN,880
57213,thyrolar,BN,880
831894,vectical,BN,880
1012591,regenecare,BN,880
1436,bepridil,IN,880
9800,sincalide,IN,880
203599,cosmegen,BN,880
1598078,rapivab,BN,880
4089,estramustine,IN,880
24910,ferric phosphate,IN,880
25437,fusafungin,IN,880
1552575,diethylene glycol monobutyl ether,IN,880
596723,cerivastatin,IN,880
1552337,netupitant,IN,880
236196,ferrous oxalate,IN,880
202697,osmitrol,BN,880
283567,green tea leaf extract,IN,880
1309258,jojoba wax,IN,880
10633,tolazamide,IN,880
4458,flumethasone,IN,880
215819,calcet,BN,880
35351,renacidin,BN,880
1491625,metreleptin,IN,880
261566,luxiq,BN,880
21373,cobamamide,IN,880
1357527,viroxyn,BN,880
1491864,streptococcus uberis,IN,880
29495,menatetrenone,IN,880
258348,actimmune,BN,880
10847,tripelennamine,IN,880
1311390,santonin,IN,880
1483179,clearasil daily clear,BN,880
1372935,sodium trideceth sulfate,IN,880
1310907,mycobacterium phlei,IN,880
730984,tussicaps,BN,880
22892,dichloralphenazone,IN,880
708015,dermarest psoriasis,BN,880
7974,penfluridol,IN,880
1739847,genteal tears,BN,880
1233762,percy medicine,BN,880
542922,amphadase,BN,880
7019,molindone,IN,880
227557,moban,BN,880
1926254,diurex ultra,BN,880
218728,niacor,BN,880
218512,mydfrin,BN,880
1495318,phenolate,IN,880
319837,gotu kola extract,IN,880
220219,terazol 3,BN,880
59838,halazone,IN,880
1535513,basic fuchsin,IN,880
405405,zemaira,BN,880
1294580,gemtuzumab ozogamicin,IN,880
1311114,lanthanum oxide,IN,880
217541,histafed,BN,880
1432120,zydaclin,BN,880
900425,clinsol,BN,880
1251763,colgate total mouthwash,BN,880
658708,ecallantide,IN,880
1311147,diethylene glycol monoethyl ether,IN,880
237023,spike lavender oil,IN,880
1311186,lauramidopropyl betaine,IN,880
1245781,viokace,BN,880
1552569,malotic,BN,880
15070,formestane,IN,880
1495464,ragwitek,BN,880
543367,keralac,BN,880
32639,oxilofrine,IN,880
92821,glutose,BN,880
95213,cystorelin,BN,880
1363602,diisostearyl malate,IN,880
3925,enoxacin,IN,880
1101833,mobisyl,BN,880
1114012,clean and clear blackhead eraser,BN,880
1726647,clear eyes pure relief,BN,880
1368134,bakuchiol,IN,880
39963,zincon,BN,880
203139,yocon,BN,880
1427225,florbetapir,IN,880
598000,ammonul,BN,880
28656,nafarelin,IN,880
605343,synera,BN,880
1236711,stahist ad,BN,880
352688,hextend,BN,880
3510,diphtheria antitoxin,IN,880
1855195,gynostemma pentaphyllum leaf extract,IN,880
261472,cenestin,BN,880
202632,adrucil,BN,880
27901,isoconazole,IN,880
998029,zuplenz,BN,880
540447,xodol,BN,880
1367494,octadecene,IN,880
1426887,hygromycin b,IN,880
228080,pirenoxine,IN,880
215946,cepastat,BN,880
162592,diethylamine salicylate,IN,880
1367844,kynamro,BN,880
1116515,theracran,BN,880
1666106,magnesium peroxide,IN,880
1146214,nebusal,BN,880
1862483,nereocystis luetkeana,IN,880
1116238,tolu balsam,IN,880
38578,trichlorofluoromethane,IN,880
1426386,tribehenin,IN,880
385457,benoxyl,BN,880
1364510,sirturo,BN,880
81647,phenylbutyrate,IN,880
865180,folotyn,BN,880
1368196,hard fat,IN,880
876188,gavilax,BN,880
1495059,hemangeol,BN,880
1485169,salonpas pain relieving patch,BN,880
1364415,adasuve,BN,880
1426646,silica dimethyl silylate,IN,880
175128,vaseretic,BN,880
541158,phenadoz,BN,880
1236661,florajen3,BN,880
1482614,max revive,BN,880
3363,zalcitabine,IN,880
1862106,propovan,BN,880
1368169,tripalmitin,IN,880
854184,caldolor,BN,880
794207,artiss,BN,880
1790648,octadecane,IN,880
1370629,manganese acetate,IN,880
227450,mycobutin,BN,880
404872,azasan,BN,880
967522,omesec,BN,880
1046414,calcium glycerophosphate / monofluorophosphate,MIN,860
1008327,deoxycholate / pepsin a,MIN,845
1008683,chlorquinaldol / promestriene,MIN,845
1007136,passiflora incarnata extract / valerian root extract,MIN,835
1007596,gonadorelin / thyrotropin-releasing hormone,MIN,800
1007229,fenbutrazate / phenmetrazine,MIN,800
1007725,idoxuridine / prednisolone,MIN,800
1007676,barbital / pyrilamine,MIN,800
1009016,hops extract / valerian root extract,MIN,800
1007021,dihydralazine / oxprenolol,MIN,800
1007167,methapyrilene / pyrilamine,MIN,800
1007366,barbital / valerian root extract,MIN,800
1007557,melitracen / periciazine,MIN,780
1008994,alloin / apiole / ergot preparation,MIN,750
1274581,lipodox,BN,720
1150074,halls defense,BN,720
1594947,synovex,BN,720
1426663,liquid petroleum,IN,720
584593,percorten v,BN,720
1373229,enroflox,BN,720
1433498,apeaz,BN,720
1427237,pantolactone,IN,720
404991,dialyvite 800,BN,720
695,aminopyrine,IN,720
1484283,sucroferric oxyhydroxide,IN,720
1312261,derma numb,BN,720
1368190,trisiloxane,IN,720
217903,klaron,BN,720
498464,soltamox,BN,720
203674,invirase,BN,720
1856548,benzapen,BN,720
1718966,koate,BN,720
218418,moisturel,BN,720
1437811,rixubis,BN,720
219642,retavase,BN,720
495527,pentam,BN,720
55024,potassium tartrate,IN,720
214916,act fluoride rinse,BN,720
828693,zolpimist,BN,720
1373895,cocoa extract,IN,720
1294123,pertzye,BN,720
894884,uniprim,BN,720
41144,gadodiamide,IN,720
404967,cystadane,BN,720
219055,pamine,BN,720
2185,cefotan,BN,720
284812,nulev,BN,720
1370728,sucrose cocoate,IN,720
203422,tazicef,BN,720
1540524,aluminum hydride,IN,720
1862951,grapiprant,IN,720
1020123,loradamed,BN,720
215155,almacone,BN,720
52151,lodoxamide,IN,720
728511,extina,BN,720
1314345,decoquinate,IN,720
203377,uniphyl,BN,720
1659907,dihydromyrcenol,IN,720
215123,allent,BN,720
1659191,sonidegib,IN,720
57257,tixocortol,IN,720
4169,etilefrine,IN,720
52885,monofluorophosphate,IN,720
1426397,sorbitan tristearate,IN,720
236268,biclotymol,IN,720
1537331,sulfamed,BN,720
1314250,trimethylsilane,IN,720
217502,helixate,BN,720
216814,dynacin,BN,720
70057,recombinate,BN,720
496947,pramox,BN,720
1482792,penoxsulam,IN,720
1426813,trimethylolpropane triacrylate,IN,720
1313234,triheptanoin,IN,720
1311569,tetrofosmin,IN,720
1146685,oscimin,BN,720
107056,ferrous phosphate,IN,720
630717,enjuvia,BN,720
832700,xolox,BN,720
24611,etofylline,IN,720
50749,halofantrine,IN,720
216315,cytogam,BN,720
867598,bimectin,BN,720
544738,evoclin,BN,720
404942,clindamax,BN,720
216939,equalactin,BN,720
1311693,glyceryl laurate,IN,720
1661743,gliotoxin,IN,720
1368131,arachidyl alcohol,IN,720
1545771,gleostine,BN,720
1088601,comfort shield,BN,720
10844,trioxsalen,IN,720
218071,lonox,BN,720
1085717,synanthic,BN,720
1489421,pulmotil,BN,720
155060,pyroglutamate,IN,720
284885,tears naturale forte,BN,720
1372696,caltrate plus d,BN,720
1370469,onion extract,IN,720
1426907,glucuronate,IN,720
1115709,clean and clear advantage mark treatment,BN,720
3343,pontocaine,BN,720
2188,cefotiam,IN,720
1232413,onmel,BN,720
1535243,sylvant,BN,720
50975,histrelin,IN,720
2372,chlormethiazole,IN,720
877436,istodax,BN,720
753340,sapropterin,IN,720
352764,metaglip,BN,720
1871435,arymo,BN,720
4638,gallamine,IN,720
1251558,clear days ahead,BN,720
2601,clonixin,IN,720
1102133,victrelis,BN,720
219238,phrenilin,BN,720
643054,zelapar,BN,720
1313047,curdlan,IN,720
4444,floctafenine,IN,720
1365970,thiostrepton,IN,720
809438,gynol ii,BN,720
1592257,levomefolate,IN,720
995897,orbifloxacin,IN,720
1113711,calmol,BN,720
646049,flunazine,BN,720
6147,khellin,IN,720
1089837,tiger balm liniment,BN,720
218513,mydral,BN,720
10179,sulfamethizole,IN,720
229367,quinupristin,IN,720
1368145,cadmium sulfate,IN,720
402108,lexiva,BN,720
668395,certuss,BN,720
541088,xpect,BN,720
1535931,pyroligneous acid,IN,720
1810574,exondys,BN,720
1243214,formula 21,BN,720
706464,elestrin,BN,720
745626,vasolex,BN,720
85763,fomivirsen,IN,720
1650997,topicaine,BN,720
1311307,peptostreptococcus anaerobius,IN,720
219507,psorcon,BN,720
1606279,unituxin,BN,720
225039,galzin,BN,720
717229,duodote,BN,720
894872,ivermax,BN,720
1101052,morgidox,BN,720
7887,panhematin,BN,720
83170,vistide,BN,720
1309256,meadowfoam oil,IN,720
1371054,methyldiethanolamine,IN,720
352504,carimune,BN,720
1309282,acai oil,IN,720
1309289,calendula officinalis flower extract,IN,720
795094,millipred,BN,720
217028,exelderm,BN,720
617587,flexbumin,BN,720
19475,bismuth subcarbonate,IN,720
1599165,benzac acne solutions,BN,720
115552,trovafloxacin,IN,720
739,amsacrine,IN,720
220297,thermazene,BN,720
84959,imiglucerase,IN,720
5784,indoramin,IN,720
261446,aloprim,BN,720
1251601,butisol,BN,720
92290,cyclomydril,BN,720
1811851,kemagel,BN,720
1314764,bethkis,BN,720
1354504,sage extract,IN,720
291204,tacalcitol,IN,720
1805430,genozol,BN,720
1306156,brazil nut oil,IN,720
1596681,bioblast,BN,720
1482675,diaderm,BN,720
1100743,extraneal,BN,720
92995,isopto atropine,BN,720
25486,gadopentetate dimeglumine,IN,720
1425353,galactoarabinan,IN,720
1591894,advantame,IN,720
1305749,glyceryl behenate,IN,720
38453,tramazoline,IN,720
3268,dexfenfluramine,IN,720
8871,prothionamide,IN,720
1302274,doculase,BN,720
1363715,eutanol g,IN,720
3714,dyphylline,IN,720
1305719,cucumber extract,IN,720
795480,calcidol,BN,720
25483,gadoteridol,IN,720
7069,moxalactam,IN,720
261695,visine ac,BN,720
1305653,wormwood oil,IN,720
819929,butafosfan,IN,720
202655,proctocort,BN,720
1944780,duzallo,BN,720
1666832,ionsys,BN,720
1440046,lipegfilgrastim,IN,720
3429,dihydrotachysterol,IN,720
35100,pyrithione,IN,720
87639,iobitridol,IN,720
1114038,dayquil cough,BN,720
8730,proglumide,IN,720
219835,sebex,BN,720
688394,kolorz,BN,720
3409,dihydralazine,IN,720
225064,acephen,BN,720
220065,sucraid,BN,720
1307092,isodecyl neopentanoate,IN,720
1945040,trelegy,BN,720
1424875,borate ion,IN,720
1363059,stannic oxide,IN,720
202639,cortenema,BN,720
827319,prodrin,BN,720
92573,eldertonic,BN,720
1741955,douxo calm shampoo,BN,720
215654,beta med,BN,720
1314415,isopropyl isostearate,IN,720
1087205,ferocon,BN,720
1652103,asunaprevir,IN,720
1314413,roxarsone,IN,720
541803,parcopa,BN,720
1235457,ringl,BN,720
283563,gamma linoleic acid,IN,720
21660,cortivazol,IN,720
1305729,dermaseptin,BN,720
173,acetohexamide,IN,720
25112,flumequine,IN,720
581650,buproban,BN,720
352892,phillips stool softener,BN,720
83213,mibefradil,IN,720
1426332,mango extract,IN,720
253172,grape extract,IN,720
1807120,geranyl acetate,IN,720
219956,sleepinal,BN,720
215422,ascarel,BN,720
82242,chlorophyllin copper complex,IN,720
1807127,hexyl acetate,IN,720
1115889,puralube,BN,720
1808596,fungasol,BN,720
738,inamrinone,IN,720
19477,bismuth subnitrate,IN,720
1431137,pileran,BN,720
1316426,bacillus firmus,IN,720
1307044,methyldibromo glutaronitrile,IN,720
41996,sertindole,IN,720
18687,bacampicillin,IN,720
603347,midol extended relief,BN,720
202743,natacyn,BN,720
1427085,pepper extract,IN,720
1362904,glycylglycine,IN,720
24468,ethenzamide,IN,720
1006924,chlorquinaldol / diflucortolone,MIN,695
1007885,cetylpyridinium / domiphen,MIN,695
1007957,oxeladin / reproterol,MIN,660
1006958,capsicum extract / garlic preparation,MIN,650
1008547,"belladonna extract, usp / butabarbital",MIN,650
1007548,fe heme polypeptide / polysaccharide iron complex,MIN,650
1007011,dequalinium / dibunate,MIN,650
1007323,butabarbital / methamphetamine,MIN,650
1008809,butabarbital / meprobamate,MIN,650
1008978,cetylpyridinium / pholcodine,MIN,650
1009014,2-phenylphenol / chlorocresol / clorophene,MIN,643
1007342,linoleate / ricinoleate,MIN,635
1007393,bismuth subgallate / phthalylsulfathiazole,MIN,630
1007458,oxyquinoline / sodium tartrate,MIN,630
232538,infasurf,BN,590
1366537,tepadina,BN,590
544473,lignospan,BN,590
2525,chymopapain,IN,590
901277,ludent,BN,590
220923,vosol hc,BN,590
215019,adagen,BN,590
1244554,mitosol,BN,590
215188,alternagel,BN,590
1311216,cupric acetate,IN,590
7094,muramidase,IN,590
1372694,marcaine with epinephrine,BN,590
1000082,alcaftadine,IN,590
259265,ginkgo biloba leaf extract,IN,590
8589,potassium aspartate,IN,590
1789241,proactiv repairing treatment,BN,590
1374399,eicosenoic acid,IN,590
1047432,gablofen,BN,590
1356534,fungifoam,BN,590
7500,nomifensine,IN,590
798923,tactinal,BN,590
541600,nifediac,BN,590
1659651,technivie,BN,590
1540882,glycolide,IN,590
263010,tositumomab,IN,590
1426368,triisopropanolamine,IN,590
1242132,voraxaze,BN,590
1302429,benzepro,BN,590
28144,emedastine,IN,590
1145945,toceranib,IN,590
132889,levonordefrin,IN,590
1372524,tripleflex,BN,590
731217,omnipred,BN,590
669264,little noses decongestant,BN,590
405337,striant,BN,590
1358830,cetafen,BN,590
1307562,coconut acid,IN,590
283571,hawthorn berry extract,IN,590
352891,phenytek,BN,590
404980,denta 5000 plus,BN,590
1310513,sorbitan isostearate,IN,590
1309415,carica papaya leaf extract,IN,590
29411,mebhydroline,IN,590
32634,oxfendazole,IN,590
1052957,ammens,BN,590
3353,dichlorphenamide,IN,590
343027,bicnu,BN,590
1858851,uranyl nitrate,IN,590
1371197,robitussin nighttime cough dm,BN,590
1304996,marqibo,BN,590
6920,metrizamide,IN,590
152263,prostin vr,BN,590
1293937,pharbetol,BN,590
354606,emodepside,IN,590
1053392,quickflex,BN,590
281544,mustargen,BN,590
26744,hepatitis b immune globulin,IN,590
1540242,neuac,BN,590
5084,halcinonide,IN,590
808082,ferrex 150 forte,BN,590
203876,quadramet,BN,590
580119,stinging nettle extract,IN,590
225031,nesacaine,BN,590
1048127,born to be mild,BN,590
92309,dhs tar shampoo,BN,590
1049263,zephiran,BN,590
858367,aloquin,BN,590
1095482,releev cold sore,BN,590
1593734,vasostrict,BN,590
215536,baciguent,BN,590
1309360,hydrogenated palm kernel oil,IN,590
285251,oats preparation,IN,590
91263,aloe extract,IN,590
797554,gamastan,BN,590
218445,motofen,BN,590
5302,hexobarbital,IN,590
7930,pargyline,IN,590
704876,ceprotin,BN,590
1372709,dutoprol,BN,590
1592258,methyl glucose sesquistearate,IN,590
542373,aralast,BN,590
1305716,mandarin oil,IN,590
1363576,cocamidopropylamine oxide,IN,590
1426473,lime extract,IN,590
1365975,varizig,BN,590
1435475,khedezla,BN,590
1442268,melamix,BN,590
1364449,crofelemer,IN,590
1940626,altren,BN,590
1038769,genteal gel drops,BN,590
1232186,erwinaze,BN,590
800787,isolyte m,BN,590
1440290,ferrous carbonate,IN,590
259320,plant stanol ester,IN,590
539398,radiogardase,BN,590
220486,triptone,BN,590
4319,felypressin,IN,590
262120,ferate,BN,590
226635,docusol,BN,590
7778,oxamniquine,IN,590
1439852,acuguard,BN,590
1364296,isobutylparaben,IN,590
1431972,astagraf,BN,590
1363996,isostearyl isostearate,IN,590
203778,dibenzyline,BN,590
220912,vitrax,BN,590
113608,fusidate,IN,590
220006,sportscreme,BN,590
1739795,vistogard,BN,590
11232,virginiamycin,IN,590
834852,atryn,BN,590
202794,prostin e2,BN,590
1670019,cedrol,IN,590
204318,disalcid,BN,590
1312993,bensal,BN,590
1314235,isopulegol,IN,590
1364592,predef,BN,590
1739998,otiprio,BN,590
134404,urofollitropin,IN,590
280611,bemiparin,IN,590
1370611,sarcosinate,IN,590
34644,propentofylline,IN,590
1006619,eprinomectin,IN,590
1314339,carbadox,IN,590
543375,aluminum sesquichlorohydrate,IN,590
10824,metipranolol,IN,590
21254,chlophedianol,IN,590
38967,tulobuterol,IN,590
1344799,quinhydrone,IN,590
219244,pilocar,BN,590
7418,niflumic acid,IN,590
227192,hypotears,BN,590
1037264,lidum,BN,590
706832,clarifoam,BN,590
23638,dopexamine,IN,590
89870,ox bile extract,IN,590
37416,sultopride,IN,590
7886,pangamic acid,IN,590
219431,profenal,BN,590
1371313,isoxaflutole,IN,590
1363600,diisopropyl adipate,IN,590
42359,tocainide,IN,590
1362928,isostearyl alcohol,IN,590
219838,sebulex,BN,590
2603,clopamide,IN,590
1926841,cotempla,BN,590
1040004,ceftaroline fosamil,IN,590
1427233,quinate,IN,590
623,ambenonium,IN,590
220926,vytone,BN,590
1656057,kengreal,BN,590
404863,atropen,BN,590
763454,arcalyst,BN,590
545169,milbemite,BN,590
262139,priftin,BN,590
6927,mezlocillin,IN,590
301739,abarelix,IN,590
10255,suprofen,IN,590
219425,proctocream,BN,590
584385,mexar,BN,590
589331,gebauer's ethyl chloride,BN,590
36344,selenious acid,IN,590
260038,korean ginseng root,IN,590
1100904,capacet,BN,590
1871175,oxantel,IN,590
1356148,octyldodecyl stearoyl stearate,IN,590
993749,bigeloil,BN,590
1427193,diethyldithiocarbamate,IN,590
1661794,keveyis,BN,590
1311794,hooflex,BN,590
220675,univasc,BN,590
1298458,refresh drops,BN,590
1487199,advocin,BN,590
1039496,migralex,BN,590
11204,vindesine,IN,590
30206,monosulfiram,IN,590
1311614,methyl trimethicone,IN,590
1437777,nodolor,BN,590
1087791,ecoderm,BN,590
996228,desenex cream,BN,590
17392,aloglutamol,IN,590
486120,iron fumarate,IN,590
2238,cephapirin,IN,590
1311583,nicarbazin,IN,590
2179,cefatrizine,IN,590
1426934,sclareolide,IN,590
114934,desirudin,IN,590
115238,becaplermin,IN,590
1923238,cramergesic,BN,590
1304560,infuvite,BN,590
1421151,gadoterate meglumine,IN,590
1314680,tandem plus,BN,590
19900,butyl chloride,IN,590
274342,etopophos,BN,590
325518,trimethoxybenzene,IN,590
1356075,backaid,BN,590
1372931,stearalkonium hectorite,IN,590
215778,buphenyl,BN,590
1491978,bornyl acetate,IN,590
1739882,phenohytro,BN,590
56570,somatrem,IN,590
1148395,rosadan,BN,590
29491,menadiol,IN,590
828682,fospropofol,IN,590
13714,ensulizole,IN,590
7798,oxolinic acid,IN,590
171000,florical,BN,590
157817,antizol,BN,590
1087396,hemocyte plus,BN,590
1311500,mebrofenin,IN,590
584154,retisert,BN,590
8015,pentylenetetrazole,IN,590
1366810,zecuity,BN,590
1115895,sumadan wash,BN,590
57047,terizidone,IN,590
1491784,xartemis,BN,590
1313189,vanillyl butyl ether,IN,590
1541111,vetropolycin hc,BN,590
616622,vaprisol,BN,590
60451,delmopinol,IN,590
1665357,durlaza,BN,590
1312709,polistirex,IN,590
643493,comfort gel,BN,590
220714,vcf contraceptive,BN,590
691030,calcium glycerophosphate / calcium levulinate,MIN,570
135098,dalfopristin / quinupristin,MIN,555
689367,chlorothen / methapyrilene / pyrilamine,MIN,540
691142,methyclothiazide / pargyline,MIN,535
1551285,chlophedianol / dexbrompheniramine,MIN,535
1008122,hops extract / skullcap preparation / valerian root extract,MIN,533
1008525,chlophedianol / guaiacol ethylglycolate / oxatomide,MIN,530
1008442,bismuth subgallate / mepenzolate / phthalylsulfathiazole,MIN,506
1008055,prednisolone / trimeprazine,MIN,500
1007303,phenyltoloxamine / pholcodine,MIN,500
1009059,frangula preparation / karaya gum,MIN,500
1007910,methacycline / muramidase,MIN,490
1551994,tybost,BN,480
55685,risedronic acid,IN,480
404858,apexicon,BN,480
151582,daranide,BN,480
1112221,zutripro,BN,480
1720259,asfotase alfa,IN,480
2978,cyclobarbital,IN,480
46243,aluminum stearate,IN,480
1114116,laviv,BN,480
1547941,urin ds,BN,480
493622,clolar,BN,480
16728,acetohydroxamic acid,IN,480
827247,robitussin chest congestion,BN,480
1306188,neopentyl glycol diheptanoate,IN,480
27403,ifenprodil,IN,480
1114335,rezira,BN,480
1670304,tipiracil,IN,480
966754,nature's tears,BN,480
1607578,dyloject,BN,480
217150,florone,BN,480
1376342,apocarotenal,IN,480
93113,levatol,BN,480
152606,daunoxome,BN,480
1099049,sylatron,BN,480
22696,dexbrompheniramine,IN,480
2447,cholestyramine resin,IN,480
614593,aptivus,BN,480
1435155,derman antifungal cream,BN,480
352581,dermazene,BN,480
6995,plicamycin,IN,480
1648579,vanatol,BN,480
20614,cetrimonium,IN,480
388458,cetyl dimethicone,IN,480
1731308,diurex ultimate,BN,480
1100054,ciclodan,BN,480
877015,levoleucovorin,IN,480
1746465,ostifen,BN,480
1145111,nicazel,BN,480
1593063,supraderm,BN,480
1673265,aripiprazole lauroxil,IN,480
202389,enlon,BN,480
1307050,methyl dihydrojasmonate,IN,480
405069,fem ph,BN,480
220607,ultrase,BN,480
1372739,gaviscon chewable,BN,480
4453,flufenamic acid,IN,480
545354,kepivance,BN,480
1805283,silicon disulfide,IN,480
1148250,visine totality,BN,480
1306948,butyloctyl salicylate,IN,480
638458,discovisc,BN,480
1439780,riax,BN,480
155091,corlopam,BN,480
1009342,oxibendazole,IN,480
218646,nebupent,BN,480
224931,renese,BN,480
1666950,beuthanasia,BN,480
669325,preparation h cooling gel,BN,480
1907,calcium glucarate,IN,480
39969,zipeprol,IN,480
287637,calcium aspartate,IN,480
218330,mesnex,BN,480
1593603,nioxin hair regrowth,BN,480
134568,bentoquatam,IN,480
227633,ancobon,BN,480
1874551,cadmium bromide,IN,480
31945,nonivamide,IN,480
1117107,veneno de abeja aceite de vibora,BN,480
1549859,isosol,BN,480
217717,imodium advanced,BN,480
94317,tice bcg,BN,480
1102265,incivek,BN,480
18889,benoxinate,IN,480
1921585,ethyl nitrite,IN,480
904387,zonatuss,BN,480
221046,zydone,BN,480
1266,azlocillin,IN,480
214998,acticin,BN,480
261620,primsol,BN,480
94236,talacen,BN,480
358340,plasmanate,BN,480
1088722,dermaphor,BN,480
999736,integra f,BN,480
2183,cefonicid,IN,480
319866,meglumine antimoniate,IN,480
89784,isopropamide,IN,480
216888,emgel,BN,480
1606022,motazol,BN,480
33739,pipamperone,IN,480
11196,viloxazine,IN,480
978673,heme iron polypeptide,IN,480
1607981,triferic,BN,480
